ANOMES,ANOEXERCICIO,MES,NOMEORGAO,TIPOADMINISTRACAO,TIPOPODER,RECEITAPREVISTAATUALIZADA,NATUREZARECEITA,CNPJORGAO
201507,2015,Jul,"FUNDO DE FOM. AO DESENV. ECON.E SOCIAL",Direta,Executivo,157333.34,"REMUNERAÇÃO DE OUTROS DEPÓSITOS DE RECURSOS NÃO VINCULADOS",3280530000129
201507,2015,Jul,"FUNDO EST. DE SEGURANCA PUBLICA-FUNESP",Direta,Executivo,38333.33,"REMUNERAÇÃO DE OUTROS DEPÓSITOS DE RECURSOS NÃO VINCULADOS",2658753000114
201507,2015,Jul,"FUNDO ESTADUAL DE SAUDE- FES",Direta,Executivo,84750.0,"REMUNERAÇÃO DE OUTROS DEPÓSITOS DE RECURSOS NÃO VINCULADOS",544963000156
201507,2015,Jul,FUNEBOM,Indireta,Executivo,22333.33,"REMUNERAÇÃO DE OUTROS DEPÓSITOS DE RECURSOS NÃO VINCULADOS",14786724000117
201507,2015,Jul,"GOIÁS PREVIDÊNCIA",Indireta,Executivo,29166.670000000002,"REMUNERAÇÃO DE OUTROS DEPÓSITOS DE RECURSOS NÃO VINCULADOS",11991625000189
201507,2015,Jul,METAGO,Indireta,Executivo,4166.67,"REMUNERAÇÃO DE OUTROS DEPÓSITOS DE RECURSOS NÃO VINCULADOS",1535210000147
201507,2015,Jul,"ESTADO DE GOIAS - TESOURO ESTADUAL",N/A,Executivo,218666.67,"RESTITUIÇÃO DE PAGAMENTOS INDEVIDOS",1409655000180
201507,2015,Jul,"FUNDO ESPECIAL DE SAUDE - FUNESA",Direta,Executivo,67250.0,"RESTITUIÇÃO DE PAGAMENTOS INDEVIDOS",544963000156
201507,2015,Jul,METAGO,Indireta,Executivo,12500.0,"RESTITUIÇÃO DE PAGAMENTOS INDEVIDOS",1535210000147
201507,2015,Jul,"PROTEGE GOIAS",Direta,Executivo,83.33,"RESTITUIÇÃO DE PAGAMENTOS INDEVIDOS",6084202000145
201507,2015,Jul,TRANSURB,Indireta,Executivo,1750.0,"RESTITUIÇÃO DE PAGAMENTOS INDEVIDOS",2102168000133
201507,2015,Jul,"UNIVERSIDADE ESTADUAL DE GOIÁS - UEG  ",Indireta,Executivo,1750.0,"RESTITUIÇÃO DE PAGAMENTOS INDEVIDOS",
201507,2015,Jul,"ESTADO DE GOIAS - TESOURO ESTADUAL",N/A,Executivo,1666.67,"RESTITUIÇÃO PROGRAMA GOYAZES",1409655000180
201507,2015,Jul,"AG. GOIANA DE REG. CONT. E FISC. S.PUBL",Indireta,Executivo,1750.0,RESTITUIÇÕES,3537650000169
201507,2015,Jul,AGRODEFESA,Indireta,Executivo,3000.0,RESTITUIÇÕES,
201507,2015,Jul,"AGÊNCIA GOIANA DE COMUNICAÇÃO",Indireta,Executivo,833.33,RESTITUIÇÕES,3520902000147
201507,2015,Jul,CRISA,N/A,N/A,833.33,RESTITUIÇÕES,1557131000137
201507,2015,Jul,"FUNDO DE PREVIDÊNCIA ESTADUAL",Direta,Executivo,833.33,RESTITUIÇÕES,4050973000196
201507,2015,Jul,"FUNDO ESTADUAL DE DESENVOL.DO NORDESTE",Direta,Executivo,833.33,RESTITUIÇÕES,4916251000171
201507,2015,Jul,"FUNDO FIN. PREV. SERVIDOR",Indireta,Executivo,166.67000000000002,RESTITUIÇÕES,18867930000102
201507,2015,Jul,"ESTADO DE GOIAS",N/A,N/A,705333.33,"SERVICOS DE COMUNICACAO",
201507,2015,Jul,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",N/A,N/A,1718333.33,"SERVIÇO DE UTILIZAÇÃO DO SISTEMA OPERACIONAL DO DETRAN",
201507,2015,Jul,"AG. GOIANA DE REG. CONT. E FISC. S.PUBL",Indireta,Executivo,30333.33,"SERVIÇOS ADMINISTRATIVOS",3537650000169
201507,2015,Jul,"AGENCIA GOIANA DE TURISMO",Indireta,Executivo,416.67,"SERVIÇOS ADMINISTRATIVOS",3549463000103
201507,2015,Jul,AGRODEFESA,Indireta,Executivo,83.33,"SERVIÇOS ADMINISTRATIVOS",
201507,2015,Jul,"AGÊNCIA GOIANA DE TRANSPORTES E OBRAS",Indireta,Executivo,52750.0,"SERVIÇOS ADMINISTRATIVOS",
201507,2015,Jul,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,439083.33,"SERVIÇOS ADMINISTRATIVOS",
201507,2015,Jul,"ESTADO DE GOIAS - PODER LEGISLATIVO",N/A,N/A,92500.0,"SERVIÇOS ADMINISTRATIVOS",
201507,2015,Jul,"ESTADO DE GOIAS - TESOURO ESTADUAL",N/A,Executivo,8750.0,"SERVIÇOS ADMINISTRATIVOS",1409655000180
201507,2015,Jul,"FUNDO DE MODERNIZACAO DO MINIST PUBLICO",Direta,N/A,75916.67,"SERVIÇOS ADMINISTRATIVOS",7004223000176
201507,2015,Jul,"ESTADO DE GOIAS",N/A,N/A,1833333.33,"SERVIÇOS ADMINISTRATIVOSS",
201507,2015,Jul,TRANSURB,Indireta,Executivo,1833333.33,"SERVIÇOS ADMINISTRATIVOSS",2102168000133
201507,2015,Jul,EMATER,Indireta,Executivo,11333.33,"SERVIÇOS AGROPECUÁRIOS",
201507,2015,Jul,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",N/A,N/A,6333.33,"SERVIÇOS AGROPECUÁRIOS",
201507,2015,Jul,"ESTADO DE GOIAS",N/A,N/A,1666666.67,"SERVIÇOS AMBULATORIAIS",
201507,2015,Jul,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",N/A,N/A,1666666.67,"SERVIÇOS AMBULATORIAIS",
201507,2015,Jul,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,1666666.67,"SERVIÇOS AMBULATORIAIS",
201507,2015,Jul,"ESTADO DE GOIAS",N/A,N/A,33000.0,"SERVIÇOS CULTURAIS",
201507,2015,Jul,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",N/A,N/A,33000.0,"SERVIÇOS CULTURAIS",
201507,2015,Jul,AGRODEFESA,Indireta,Executivo,26333.33,"SERVIÇOS DE ANÁLISE LABORATORIAL",
201507,2015,Jul,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",N/A,N/A,26333.33,"SERVIÇOS DE ANÁLISE LABORATORIAL",
201507,2015,Jul,"AGÊNCIA GOIANA DE TRANSPORTES E OBRAS",Indireta,Executivo,333.33,"SERVIÇOS DE CADASTRAMENTO DE EMPRESAS",
201507,2015,Jul,"ESTADO DE GOIAS",N/A,N/A,333.33,"SERVIÇOS DE CADASTRAMENTO DE FORNECEDORES",
201507,2015,Jul,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",N/A,N/A,333.33,"SERVIÇOS DE CADASTRAMENTO DE FORNECEDORES",
201507,2015,Jul,FUNDER,Direta,Executivo,2750.0,"SERVIÇOS DE CONSULTORIA, ASSISTÊNCIA TÉCNICA E ANÁLISE DE PROJETOS - APLICAÇÕES LIVRES",
201507,2015,Jul,"AGÊNCIA GOIANA DE TRANSPORTES E OBRAS",Indireta,Executivo,166.67000000000002,"SERVIÇOS DE FOTOCÓPIAS OU CÓPIAS HELIOGRÁFICAS",
201507,2015,Jul,"ESTADO DE GOIAS",N/A,N/A,20083.33,"SERVIÇOS DE FOTOCÓPIAS OU CÓPIAS HELIOGRÁFICAS",
201507,2015,Jul,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",N/A,N/A,1166.66,"SERVIÇOS DE FOTOCÓPIAS OU CÓPIAS HELIOGRÁFICAS",
201507,2015,Jul,"ESTADO DE GOIAS - PODER LEGISLATIVO",N/A,N/A,83333.33,"SERVIÇOS DE INSCRIÇÃO EM CONCURSOS PÚBLICOS",
201507,2015,Jul,TRANSURB,Indireta,Executivo,83.33,"SERVIÇOS DE INSCRIÇÃO EM CONCURSOS PÚBLICOS",2102168000133
201507,2015,Jul,"UNIVERSIDADE ESTADUAL DE GOIÁS - UEG  ",Indireta,Executivo,83.33,"SERVIÇOS DE INSCRIÇÃO EM CONCURSOS PÚBLICOS",
201507,2015,Jul,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,5488750.0,"SERVIÇOS DE JUROS DE EMPRÉSTIMOS",
201507,2015,Jul,FOMENTAR,Direta,Executivo,1199083.33,"SERVIÇOS DE JUROS DE EMPRÉSTIMOS",
201507,2015,Jul,"FUNDO ESP.DE GERACAO DE EMPREG.E RENDA",Direta,Executivo,833.33,"SERVIÇOS DE JUROS DE EMPRÉSTIMOS",3198567000102
201507,2015,Jul,FUNMINERAL,Direta,Executivo,16166.67,"SERVIÇOS DE JUROS DE EMPRÉSTIMOS",
201507,2015,Jul,"FUNDO DE TRANSPORTES - FT  ",Indireta,Executivo,339500.0,"SERVIÇOS DE PROCESSAMENTO DE DADOS",
201507,2015,Jul,"FUNDO ESPECIAL DE COMUNICAÇÃO - FECOM  ",Direta,Executivo,833.33,"SERVIÇOS DE PUBLICIDADE LEGAL",
201507,2015,Jul,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,5000250.0,"SERVIÇOS DE SAÚDE",
201507,2015,Jul,AGRODEFESA,Indireta,Executivo,250.0,"SERVIÇOS DE VACINAÇÃO ANIMAL",
201507,2015,Jul,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",N/A,N/A,250.0,"SERVIÇOS DE VACINAÇÃO ANIMAL",
201507,2015,Jul,"ESTADO DE GOIAS - TESOURO ESTADUAL",N/A,Executivo,83.33,"SERVIÇOS DE VENDA DE EDITAIS",1409655000180
201507,2015,Jul,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",N/A,N/A,5488750.0,"SERVIÇOS FINANCEIROS",
201507,2015,Jul,FOMENTAR,Direta,Executivo,1199083.33,"SERVIÇOS FINANCEIROS",
201507,2015,Jul,"FUNDO DE FINANC. DO BANCO DO POVO GOIÁS",Direta,Executivo,833.33,"SERVIÇOS FINANCEIROS",17850814000118
201507,2015,Jul,FUNMINERAL,Direta,Executivo,16166.67,"SERVIÇOS FINANCEIROS",
201507,2015,Jul,"ESTADO DE GOIAS",N/A,N/A,3333333.33,"SERVIÇOS HOSPITALARES",
201507,2015,Jul,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,3333333.33,"SERVIÇOS HOSPITALARES",
201507,2015,Jul,"FUNDO DE ARTE E CULTURA DE GOIÁS",Direta,Executivo,33000.0,"SERVIÇOS RECREATIVOS E CULTURAIS",
201507,2015,Jul,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",N/A,N/A,1327666.67,"TAXA DE ANTECIPAÇÃO - COMEXPRODUZIR",
201507,2015,Jul,FUNPRODUZIR,Direta,Executivo,1327666.67,"TAXA DE ANTECIPAÇÃO - COMEXPRODUZIR",
201507,2015,Jul,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,193416.67,"TAXA DE ANTECIPAÇÃO - LOGPRODUZIR",
201507,2015,Jul,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,1250.0,"TAXA DE ANTECIPAÇÃO - MICROPRODUZIR",
201507,2015,Jul,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",N/A,N/A,9209833.34,"TAXA DE ANTECIPAÇÃO - PRODUZIR",
201507,2015,Jul,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,45916.66,"TAXA DE APREENSÃO E DEPÓSITO",
201507,2015,Jul,"FUNDO DE REAP. E APERF. DA PM",Direta,Executivo,45833.33,"TAXA DE APREENSÃO E DEPÓSITO",
201507,2015,Jul,"ESTADO DE GOIAS",N/A,N/A,210750.0,"TAXA DE CADASTRO DE ESTABELECIMENTOS COMERCIAIS",
201507,2015,Jul,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",N/A,N/A,6166.67,"TAXA DE CADASTRO DE ESTABELECIMENTOS COMERCIAIS",
201507,2015,Jul,"ESTADO DE GOIAS",N/A,N/A,2083333.33,"TAXA DE CONTROLE E FISCALIZAÇÃO AMBIENTAL",
201507,2015,Jul,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,2083333.33,"TAXA DE CONTROLE E FISCALIZAÇÃO AMBIENTAL",
201507,2015,Jul,"AG. GOIANA DE REG. CONT. E FISC. S.PUBL",Indireta,Executivo,4000.0,"TAXA DE EXPEDIÇÃO DE DOCUMENTOS",3537650000169
201507,2015,Jul,AGRODEFESA,Indireta,Executivo,10000.0,"TAXA DE EXPEDIÇÃO DE DOCUMENTOS",
201507,2015,Jul,CRISA,N/A,N/A,497583.33,"TAXA DE EXPEDIÇÃO DE DOCUMENTOS",1557131000137
201507,2015,Jul,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",N/A,N/A,511583.33,"TAXA DE EXPEDIÇÃO DE DOCUMENTOS",
201507,2015,Jul,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",N/A,N/A,206166.67,"TAXA DE INSPEÇÃO E FISCALIZAÇÃO",
201507,2015,Jul,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,1006166.67,"TAXA DE INSPEÇÃO E FISCALIZAÇÃO",
201507,2015,Jul,"FUNDO ESPECIAL DE SAUDE - FUNESA",Direta,Executivo,206166.67,"TAXA DE INSPEÇÃO E FISCALIZAÇÃO",544963000156
201507,2015,Jul,"FUNDO ESTADUAL DE SAUDE- FES",Direta,Executivo,206166.67,"TAXA DE INSPEÇÃO E FISCALIZAÇÃO",544963000156
201507,2015,Jul,"ESTADO DE GOIAS",N/A,N/A,1000.0,"TAXA DE PRORROGAÇÃO DE PRAZO DE BENEFÍCIO",
201507,2015,Jul,FUNPRODUZIR,Direta,Executivo,1000.0,"TAXA DE PRORROGAÇÃO DE PRAZO DE BENEFÍCIO",
201507,2015,Jul,AGRODEFESA,Indireta,Executivo,50750.0,"TAXA DE REGISTRO DE AGROINDÚSTRIA",
201507,2015,Jul,"ESTADO DE GOIAS",N/A,N/A,51916.67,"TAXA DE REGISTRO DE AGROINDÚSTRIA",
201507,2015,Jul,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,51916.67,"TAXA DE REGISTRO DE AGROINDÚSTRIA",
201507,2015,Jul,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",N/A,N/A,50750.0,"TAXA DE REGISTRO DE AGROINDÚSTRIA",
201507,2015,Jul,"AG. GOIANA  SIST.  EXEC.  PENAL - AGESEP",Indireta,Executivo,5.782441667E7,"TAXA DE SERVIÇOS ESTADUAIS",13199944000181
201507,2015,Jul,AGRODEFESA,Indireta,Executivo,83166.67,"TAXA DE SERVIÇOS ESTADUAIS",
201507,2015,Jul,"AGÊNCIA GOIANA DE COMUNICAÇÃO",Indireta,Executivo,833.33,"TAXA DE SERVIÇOS ESTADUAIS",3520902000147
201507,2015,Jul,"ESTADO DE GOIAS",N/A,N/A,7.792841667E7,"TAXA DE SERVIÇOS ESTADUAIS",
201507,2015,Jul,"ESTADO DE GOIAS - ADMINISTRACAO DIRETA",N/A,N/A,388583.33,"TAXA DE SERVIÇOS ESTADUAIS",
201507,2015,Jul,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",N/A,N/A,1.7121E7,"TAXA DE SERVIÇOS ESTADUAIS",
201507,2015,Jul,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",N/A,N/A,6.041883334E7,"TAXA DE SERVIÇOS ESTADUAIS",
201507,2015,Jul,"FUNDO DE REAP. E APERF. DA PM",Direta,Executivo,41666.67,"TAXA DE SERVIÇOS ESTADUAIS",
201507,2015,Jul,"FUNDO DE TRANSPORTES - FT  ",Indireta,Executivo,1.174725E7,"TAXA DE SERVIÇOS ESTADUAIS",
201507,2015,Jul,"FUNDO EST. DE SEGURANCA PUBLICA-FUNESP",Direta,Executivo,4822000.0,"TAXA DE SERVIÇOS ESTADUAIS",2658753000114
201507,2015,Jul,"JUNTA COMERCIAL DO ESTADO - JUCEG",Indireta,Executivo,1722916.67,"TAXA DE SERVIÇOS ESTADUAIS",
201507,2015,Jul,AGRODEFESA,Indireta,Executivo,1300416.67,"TAXA DE TRÂNSITO ANIMAL GTA",
201507,2015,Jul,"ESTADO DE GOIAS",N/A,N/A,15416.66,"TAXA DE TRÂNSITO DE PRODUTOS E SUBPRODUTOS DE ORIGEM ANIMAL",
201507,2015,Jul,AGRODEFESA,Indireta,Executivo,52666.67,"TAXA DE TRÂNSITO VEGETAL - PTV/ATV",
201507,2015,Jul,"ESTADO DE GOIAS",N/A,N/A,62166.67,"TAXA DE TRÂNSITO VEGETAL - PTV/ATV",
201507,2015,Jul,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,62166.67,"TAXA DE TRÂNSITO VEGETAL - PTV/ATV",
201507,2015,Jul,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",N/A,N/A,52666.67,"TAXA DE TRÂNSITO VEGETAL - PTV/ATV",
201507,2015,Jul,"ESTADO DE GOIAS",N/A,N/A,947333.3300000001,"TAXA DE UTILIZAÇÃO POTENCIAL DO SERVIÇO DE EXTINÇÃO DE INCÊNDIO",
201507,2015,Jul,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,947333.3300000001,"TAXA DE UTILIZAÇÃO POTENCIAL DO SERVIÇO DE EXTINÇÃO DE INCÊNDIO",
201507,2015,Jul,FUNEBOM,Indireta,Executivo,947333.3300000001,"TAXA DE UTILIZAÇÃO POTENCIAL DO SERVIÇO DE EXTINÇÃO DE INCÊNDIO",14786724000117
201507,2015,Jul,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",N/A,N/A,32916.67,"TAXA DOS ATOS DE ADMINISTRAÇÃO GERAL",
201507,2015,Jul,"FUNDO MANUT.E REAPAR. DEFENS.-FUNDEPEG",Direta,Executivo,5083.33,"TAXA DOS ATOS DE ADMINISTRAÇÃO GERAL",16628259000111
201507,2015,Jul,"ESTADO DE GOIAS",N/A,N/A,7938250.0,"TAXA JUDICIÁRIA",
201507,2015,Jul,"ESTADO DE GOIAS - PODER JUDICIARIO",N/A,N/A,7938250.0,"TAXA JUDICIÁRIA",
201507,2015,Jul,FUNDESP-PJ,Direta,Judiciário,7938250.0,"TAXA JUDICIÁRIA",2050330000117
201507,2015,Jul,"AGÊNCIA GOIANA DE TRANSPORTES E OBRAS",Indireta,Executivo,828500.0,TAXAS,
201507,2015,Jul,DETRAN,Indireta,Executivo,5.782441667E7,TAXAS,
201507,2015,Jul,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",N/A,N/A,6.037675E7,TAXAS,
201507,2015,Jul,FUNCTEC,Direta,Executivo,318166.67,TAXAS,
201507,2015,Jul,FUNDESP-PJ,Direta,Judiciário,2.119658333E7,TAXAS,2050330000117
201507,2015,Jul,"FUNDO DE ARTE E CULTURA DE GOIÁS",Direta,Executivo,941750.0,TAXAS,
201507,2015,Jul,"FUNDO EST. DE SEGURANÇA PÚBLICA-FUNESP",Direta,Executivo,9644000.0,TAXAS,2658753000114
201507,2015,Jul,FUNPRODUZIR,Direta,Executivo,8201000.0,TAXAS,
201507,2015,Jul,"JUNTA COMERCIAL DO ESTADO - JUCEG",Indireta,Executivo,2249583.33,TAXAS,
201507,2015,Jul,"AG. GOIANA DE REG. CONT. E FISC. S.PUBL",Indireta,Executivo,20000.0,"TAXAS PELA PRESTAÇÃO DE SERVIÇOS",3537650000169
201507,2015,Jul,"DEP. EST. DE TRANSITO DE GOIAS- DETRAN",Indireta,Executivo,5.782441667E7,"TAXAS PELA PRESTAÇÃO DE SERVIÇOS",2872448000120
201507,2015,Jul,DETRAN,Indireta,Executivo,5.782441667E7,"TAXAS PELA PRESTAÇÃO DE SERVIÇOS",
201507,2015,Jul,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,9.991941667E7,"TAXAS PELA PRESTAÇÃO DE SERVIÇOS",
201507,2015,Jul,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",N/A,N/A,6.270333333E7,"TAXAS PELA PRESTAÇÃO DE SERVIÇOS",
201507,2015,Jul,"FUNDO ESPECIAL ENFRENTAMENTO AS DROGAS",Direta,Executivo,190916.67,"TAXAS PELA PRESTAÇÃO DE SERVIÇOS",
201507,2015,Jul,"FUNDO EST. CENTRO CULT. OSCAR NIEMEYER",Direta,Executivo,127250.0,"TAXAS PELA PRESTAÇÃO DE SERVIÇOS",14188263000180
201507,2015,Jul,"FUNDO MANUT.E REAPAR. DEFENS.-FUNDEPEG",Direta,Executivo,3333.33,"TAXAS PELA PRESTAÇÃO DE SERVIÇOS",16628259000111
201507,2015,Jul,"JUNTA COMERCIAL DO ESTADO - JUCEG",Indireta,Executivo,2249583.33,"TAXAS PELA PRESTAÇÃO DE SERVIÇOS",
201507,2015,Jul,"PROTEGE GOIAS",Direta,Executivo,7176166.67,"TAXAS PELA PRESTAÇÃO DE SERVIÇOS",6084202000145
201507,2015,Jul,"ESTADO DE GOIAS",N/A,N/A,3190916.67,"TAXAS PELO EXERCÍCIO DO PODER DE POLÍCIA",
201507,2015,Jul,"ESTADO DE GOIAS - ADMINISTRACAO DIRETA",N/A,N/A,3500.0,"TAXAS PELO EXERCÍCIO DO PODER DE POLÍCIA",
201507,2015,Jul,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",N/A,N/A,2352750.0,"TAXAS PELO EXERCÍCIO DO PODER DE POLÍCIA",
201507,2015,Jul,"ESTADO DE GOIAS - TESOURO ESTADUAL",N/A,Executivo,3500.0,"TAXAS PELO EXERCÍCIO DO PODER DE POLÍCIA",1409655000180
201507,2015,Jul,"FUNDO ESP DA ESCOLA CANDIDO SANTIAGO",Direta,Executivo,300000.0,"TRANSFERÊNCIA DE RECURSOS DO SISTEMA ÚNICO DE SAÚDE/SUS - REPASSES FUNDO A FUNDO",7880481000116
201507,2015,Jul,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,32083.33,"TRANSFERÊNCIA DO FUNDO NACIONAL  DE SAÚDE",
201507,2015,Jul,"DEP. EST. DE TRANSITO DE GOIAS- DETRAN",Indireta,Executivo,5.782441667E7,"OUTRAS TAXAS PELA PRESTAÇÃO DE SERVIÇOS",2872448000120
201507,2015,Jul,"ESTADO DE GOIAS",N/A,N/A,1.0785433334E8,"OUTRAS TAXAS PELA PRESTAÇÃO DE SERVIÇOS",
201507,2015,Jul,"ESTADO DE GOIAS - ADMINISTRACAO DIRETA",N/A,N/A,388666.67,"OUTRAS TAXAS PELA PRESTAÇÃO DE SERVIÇOS",
201507,2015,Jul,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",N/A,N/A,4.476233334E7,"OUTRAS TAXAS PELA PRESTAÇÃO DE SERVIÇOS",
201507,2015,Jul,FUNCTEC,Direta,Executivo,318166.67,"OUTRAS TAXAS PELA PRESTAÇÃO DE SERVIÇOS",
201507,2015,Jul,FUNDER,Direta,Executivo,310833.33,"OUTRAS TAXAS PELA PRESTAÇÃO DE SERVIÇOS",
201507,2015,Jul,"FUNDO DE REAP. E APERF. DA PM",Direta,Executivo,41666.67,"OUTRAS TAXAS PELA PRESTAÇÃO DE SERVIÇOS",
201507,2015,Jul,"FUNDO MANUT.E REAPAR. DEFENS.-FUNDEPEG",Direta,Executivo,5083.33,"OUTRAS TAXAS PELO EXERCÍCIO DO PODER DE POLÍCIA",16628259000111
201507,2015,Jul,"FUNDO ESP DA ESCOLA CANDIDO SANTIAGO",Direta,Executivo,32083.33,"OUTRAS TRANSFERÊNCIAS DA UNIÃO",7880481000116
201507,2015,Jul,"AG. GOIANA  SIST.  EXEC.  PENAL - AGESEP",Indireta,Executivo,833.33,"OUTRAS TRANSFERÊNCIAS DE  CONVÊNIOS  DA UNIÃO",13199944000181
201507,2015,Jul,"CORPO BOMBEIROS MILITAR",Direta,Executivo,3333.34,"OUTRAS TRANSFERÊNCIAS DE  CONVÊNIOS  DA UNIÃO",33638099000100
201507,2015,Jul,"DEP. EST. DE TRANSITO DE GOIAS- DETRAN",Indireta,Executivo,833.33,"OUTRAS TRANSFERÊNCIAS DE  CONVÊNIOS  DA UNIÃO",2872448000120
201507,2015,Jul,EMATER,Indireta,Executivo,4166.67,"OUTRAS TRANSFERÊNCIAS DE  CONVÊNIOS  DA UNIÃO",
201507,2015,Jul,"ESTADO DE GOIAS - ADMINISTRACAO DIRETA",N/A,N/A,3.466849999E7,"OUTRAS TRANSFERÊNCIAS DE  CONVÊNIOS  DA UNIÃO",
201507,2015,Jul,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,3.689458332E7,"OUTRAS TRANSFERÊNCIAS DE  CONVÊNIOS  DA UNIÃO",
201507,2015,Jul,"ESTADO DE GOIAS - PODER LEGISLATIVO",N/A,N/A,833.33,"OUTRAS TRANSFERÊNCIAS DE  CONVÊNIOS  DA UNIÃO",
201507,2015,Jul,"FUNDO DE FOM. AO DESENV. ECON.E SOCIAL",Direta,Executivo,2500.0,"OUTRAS TRANSFERÊNCIAS DE  CONVÊNIOS  DA UNIÃO",3280530000129
201507,2015,Jul,"FUNDO DE MODERNIZACAO DO MINIST PUBLICO",Direta,N/A,833.33,"OUTRAS TRANSFERÊNCIAS DE  CONVÊNIOS  DA UNIÃO",7004223000176
201507,2015,Jul,FUNEBOM,Indireta,Executivo,193083.33000000002,"OUTRAS TRANSFERÊNCIAS DE  CONVÊNIOS  DA UNIÃO",14786724000117
201507,2015,Jul,FUNMINERAL,Direta,Executivo,1666.67,"OUTRAS TRANSFERÊNCIAS DE  CONVÊNIOS  DA UNIÃO",
201507,2015,Jul,"SUPERINT.EXEC.DE SEGURANÇA ENTORNO DF",Direta,Executivo,1933000.0,"OUTRAS TRANSFERÊNCIAS DE  CONVÊNIOS  DA UNIÃO",
201507,2015,Jul,"SUPERINTENDÊNCIA EXECUTIVA DA INDÚSTRIA",Direta,Executivo,1666.67,"OUTRAS TRANSFERÊNCIAS DE  CONVÊNIOS  DA UNIÃO",
201507,2015,Jul,"SUPERINTENDÊNCIA EXECUTIVA DE EDUCAÇÃO  ",Direta,Executivo,1.496583333E7,"OUTRAS TRANSFERÊNCIAS DE  CONVÊNIOS  DA UNIÃO",
201507,2015,Jul,"SUPERINTENDÊNCIA EXECUTIVA DE PLANEJ.",Direta,Executivo,833.33,"OUTRAS TRANSFERÊNCIAS DE  CONVÊNIOS  DA UNIÃO",
201507,2015,Jul,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",N/A,N/A,757499.99,"OUTRAS TRANSFERÊNCIAS DE  INSTITUIÇÕES  PRIVADAS",
201507,2015,Jul,"UNIVERSIDADE ESTADUAL DE GOIÁS - UEG  ",Indireta,Executivo,83.33,"OUTRAS TRANSFERÊNCIAS DE  INSTITUIÇÕES  PRIVADAS",
201507,2015,Jul,"AG. GOIANA  SIST.  EXEC.  PENAL - AGESEP",Indireta,Executivo,1016666.66,"OUTRAS TRANSFERÊNCIAS DE CONVÊNIOS",13199944000181
201507,2015,Jul,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",N/A,N/A,5331833.32,"OUTRAS TRANSFERÊNCIAS DE CONVÊNIOS",
201507,2015,Jul,"FUNDO DE MODERNIZACAO DO MINIST PUBLICO",Direta,N/A,1666.66,"OUTRAS TRANSFERÊNCIAS DE CONVÊNIOS",7004223000176
201507,2015,Jul,"FUNDO EST. PROT. E DEF. DO CONSUMIDOR",Direta,Executivo,19999.98,"OUTRAS TRANSFERÊNCIAS DE CONVÊNIOS",74159245000100
201507,2015,Jul,"SUPERINT. EXECUT.DE CIÊNCIA E TECNOLOGIA",Direta,Executivo,1666.66,"OUTRAS TRANSFERÊNCIAS DE CONVÊNIOS",
