ANOMES,ANOEXERCICIO,MES,NOMEORGAO,TIPOADMINISTRACAO,TIPOPODER,RECEITAPREVISTAATUALIZADA,NATUREZARECEITA,CNPJORGAO,RECEITAREALIZADA
201412,2014,Dez,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,,"MULTAS POR INFRAÇÃO À LEGISLAÇÃO DO MEIO AMBIENTE",,0.0
201412,2014,Dez,EMATER,Indireta,Executivo,83.37,"MULTAS PREVISTAS EM CONTRATOS",13232306000115,
201412,2014,Dez,"FUNDO DE TRANSPORTE",Indireta,Executivo,514583.37,"MULTAS PREVISTAS NA LEGISLACAO DE TRANSITO",13650495000146,0.0
201412,2014,Dez,"AGÊNCIA GOIANA DE COMUNICAÇÃO",Indireta,Executivo,,"MULTAS PREVISTAS PELA LEGISLAÇÃO DE TRÂNSITO",3520902000147,0.0
201412,2014,Dez,"ESTADO DE GOIAS",N/A,N/A,8291916.63,"MULTAS PREVISTAS PELA LEGISLAÇÃO DE TRÂNSITO",,0.0
201412,2014,Dez,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",N/A,N/A,7192166.63,"MULTAS PREVISTAS PELA LEGISLAÇÃO DE TRÂNSITO",,0.0
201412,2014,Dez,"FUNDO DE TRANSPORTE",Indireta,Executivo,514583.37,"MULTAS PREVISTAS PELA LEGISLAÇÃO DE TRÂNSITO",13650495000146,0.0
201412,2014,Dez,"FUNDO EST. DE SEGURANCA PUBLICA-FUNESP",Direta,Executivo,185166.63,"MULTAS PREVISTAS PELA LEGISLAÇÃO DE TRÂNSITO",2658753000114,
201412,2014,Dez,"ESTADO DE GOIAS",N/A,N/A,255166.74000000002,"MULTAS PROVENIENTES DA ENEXECUCAO TOTAL OU PARCIAL DOS CONTRATOS FIRMADOS",,0.0
201412,2014,Dez,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",N/A,N/A,255166.74000000002,"MULTAS PROVENIENTES DA ENEXECUCAO TOTAL OU PARCIAL DOS CONTRATOS FIRMADOS",,0.0
201412,2014,Dez,"FUNDO DE MODERNIZACAO DO MINIST PUBLICO",Direta,N/A,4083.37,"MULTAS PROVENIENTES DA ENEXECUCAO TOTAL OU PARCIAL DOS CONTRATOS FIRMADOS",7004223000176,0.0
201412,2014,Dez,"FUNDO EST. DE SEGURANCA PUBLICA-FUNESP",Direta,Executivo,251083.37,"MULTAS PROVENIENTES DA ENEXECUCAO TOTAL OU PARCIAL DOS CONTRATOS FIRMADOS",2658753000114,
201412,2014,Dez,"FUNDO EST. DE SEGURANÇA PÚBLICA-FUNESP",Direta,Executivo,502166.74,"MULTAS PROVENIENTES DA ENEXECUCAO TOTAL OU PARCIAL DOS CONTRATOS FIRMADOS",2658753000114,
201412,2014,Dez,"ESTADO DE GOIAS",N/A,N/A,2916.63,"MULTAS PROVENIENTES DOS EMPRESTIMOS C/ RECURSOS DO FUNMINERAL",,0.0
201412,2014,Dez,"ESTADO DE GOIAS",N/A,N/A,1502666.63,"OPERACOES DE CRED. EXTERNAS CONTRATUAIS RELATIVAS A PROGRAMAS DE GOVERNO",,
201412,2014,Dez,"ESTADO DE GOIAS - TESOURO ESTADUAL",N/A,Executivo,1502666.63,"OPERACOES DE CRED. EXTERNAS CONTRATUAIS RELATIVAS A PROGRAMAS DE GOVERNO",1409655000180,
201412,2014,Dez,"AGÊNCIA GOIANA DE COMUNICAÇÃO",Indireta,Executivo,833500.0,"OPERACOES DE CREDITO",3520902000147,
201412,2014,Dez,"ESTADO DE GOIAS",N/A,N/A,2.0240900011E8,"OPERACOES DE CREDITO",,0.0
201412,2014,Dez,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,2.0240900011E8,"OPERACOES DE CREDITO",,0.0
201412,2014,Dez,"ESTADO DE GOIAS",N/A,N/A,1504583.26,"OPERACOES DE CREDITO EXTERNAS",,
201412,2014,Dez,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",N/A,N/A,1916.63,"OPERACOES DE CREDITO EXTERNAS",,
201412,2014,Dez,"ESTADO DE GOIAS",N/A,N/A,3000.0,"OPERACOES DE CREDITO EXTERNAS P/ PROGRAMAS DE EDUCACAO",,
201412,2014,Dez,"AG. GOIANA DE TRANSP. E OBRAS PUBLICAS",Indireta,Executivo,833.37,"OPERACOES DE CREDITO INTERNAS",3520933000106,
201412,2014,Dez,"ESTADO DE GOIAS - ADMINISTRACAO DIRETA",N/A,N/A,1.9356975E8,"OPERACOES DE CREDITO INTERNAS",,0.0
201412,2014,Dez,"ESTADO DE GOIAS - ADMINISTRACAO DIRETA",N/A,N/A,1.9356975E8,"OPERAÇÕES DE CREDITO INTERNAS - CONTRATUAIS",,
201412,2014,Dez,"ESTADO DE GOIAS - ADMINISTRACAO DIRETA",N/A,N/A,1416666.63,"OPERAÇÕES DE CRÉDITO EXTERNAS PARA PROGRAMAS DE MODERNIZAÇÃO DA ADMINISTRAÇÃO PÚBLICA",,
201412,2014,Dez,"ESTADO DE GOIAS - TESOURO ESTADUAL",N/A,Executivo,1416666.63,"OPERAÇÕES DE CRÉDITO EXTERNAS PARA PROGRAMAS DE MODERNIZAÇÃO DA ADMINISTRAÇÃO PÚBLICA",1409655000180,
201412,2014,Dez,"ESTADO DE GOIAS - ADMINISTRACAO DIRETA",N/A,N/A,6148750.0,"OPERAÇÕES DE CRÉDITO INTERNAS PARA PROGRAMAS DE MODERNIZAÇÃO DA ADMINISTRAÇÃO PÚBLICA",,
201412,2014,Dez,"ESTADO DE GOIAS - TESOURO ESTADUAL",N/A,Executivo,6148750.0,"OPERAÇÕES DE CRÉDITO INTERNAS PARA PROGRAMAS DE MODERNIZAÇÃO DA ADMINISTRAÇÃO PÚBLICA",1409655000180,
201412,2014,Dez,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,8083.37,"OUTRAS AMORTIZAÇÕES DE EMPRÉSTIMOS",,
201412,2014,Dez,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",N/A,N/A,150000.0,"OUTRAS CONTRIBUICOES PREVIDENCIARIAS",,0.0
201412,2014,Dez,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,150000.0,"OUTRAS CONTRIBUICOES PREVIDENCIARIAS",,0.0
201412,2014,Dez,"ESTADO DE GOIAS",N/A,N/A,8.224541674E7,"OUTRAS CONTRIBUICOES SOCIAIS",,0.0
201412,2014,Dez,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",N/A,N/A,20333.37,"OUTRAS CONTRIBUICOES SOCIAIS",,
201412,2014,Dez,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",N/A,N/A,8.222508337E7,"OUTRAS CONTRIBUICOES SOCIAIS",,0.0
201412,2014,Dez,"FUNDO DE FINANC. DO BANCO DO POVO GOIÁS",Direta,Executivo,166.63,"OUTRAS CONTRIBUICOES SOCIAIS",17850814000118,
201412,2014,Dez,"FUNDO ESP.DE GERACAO DE EMPREG.E RENDA",Direta,Executivo,166.63,"OUTRAS CONTRIBUICOES SOCIAIS",3198567000102,
201412,2014,Dez,"FUNDO FIN. PREV. SERVIDOR",Indireta,Executivo,833.37,"OUTRAS CONTRIBUICOES SOCIAIS",18867930000102,
201412,2014,Dez,"INST.DE ASSIST.SERV.PUB. ESTADO DE GOIAS",Indireta,Executivo,8.222508337E7,"OUTRAS CONTRIBUICOES SOCIAIS",1246693000160,0.0
201412,2014,Dez,"ESTADO DE GOIAS",N/A,N/A,166666.63,"OUTRAS CONTRIBUIÇÕES PREVIDENCIARIAS",,0.0
201412,2014,Dez,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",N/A,N/A,,"OUTRAS CONTRIBUIÇÕES PREVIDENCIARIAS",,0.0
201412,2014,Dez,"GOIÁS PREVIDÊNCIA",Indireta,Executivo,,"OUTRAS CONTRIBUIÇÕES PREVIDENCIARIAS",11991625000189,0.0
201412,2014,Dez,"DEP. EST. DE TRÂNSITO DE GOIÁS- DETRAN",Indireta,Executivo,7250.0,"OUTRAS INDENIZACOES",2872448000120,
201412,2014,Dez,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",N/A,N/A,8750.11,"OUTRAS INDENIZACOES",,0.0
201412,2014,Dez,"FUNDO FIN. PREV. SERVIDOR",Indireta,Executivo,1833250.0,"OUTRAS INDENIZACOES",18867930000102,0.0
201412,2014,Dez,"JUNTA COMERCIAL DO EST. DE GOIAS-JUCEG",Indireta,Executivo,1333.3700000000001,"OUTRAS INDENIZACOES",2088698000174,
201412,2014,Dez,"ESTADO DE GOIAS - ADMINISTRACAO DIRETA",N/A,N/A,83.37,"OUTRAS MULTAS",,
201412,2014,Dez,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",N/A,N/A,124666.74,"OUTRAS MULTAS",,0.0
201412,2014,Dez,"FUNDO DE ARTE E CULT. DO EST. GO",Direta,Executivo,83.37,"OUTRAS MULTAS",15540894000180,0.0
201412,2014,Dez,"FUNDO DE MODERNIZACAO DO MINIST PUBLICO",Direta,N/A,4083.37,"OUTRAS MULTAS",7004223000176,0.0
201412,2014,Dez,"FUNDO ESP. DE DESENVOLV. RURAL-FUNDER",Direta,Executivo,78666.74,"OUTRAS MULTAS",985566000110,0.0
201412,2014,Dez,"FUNDO SOCIAL DE LOTERIA",Direta,Executivo,83.37,"OUTRAS MULTAS",4354889000166,
201412,2014,Dez,"UNIVERSIDADE ESTADUAL DE GOIAS",Indireta,Executivo,2083.37,"OUTRAS MULTAS",1112580000171,0.0
201412,2014,Dez,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,24166.74,"OUTRAS MULTAS E JUROS DE MORA",,0.0
201412,2014,Dez,"ESTADO DE GOIAS - TESOURO ESTADUAL",N/A,Executivo,83.37,"OUTRAS MULTAS E JUROS DE MORA",1409655000180,0.0
201412,2014,Dez,"FUNDO MANUT.E REAPAR. DEFENS.-FUNDEPEG",Direta,Executivo,,"OUTRAS MULTAS E JUROS DE MORA",16628259000111,0.0
201412,2014,Dez,"ESTADO DE GOIAS - ADMINISTRACAO DIRETA",N/A,N/A,,"OUTRAS MULTAS E JUROS DE MORA DA DÍVIDA ATIVA DE OUTRAS RECEITAS",,0.0
201412,2014,Dez,"AGENCIA GOIANA DE TURISMO",Indireta,Executivo,166.63,"OUTRAS OPERACOES DE CREDITO EXTERNAS",3549463000103,
201412,2014,Dez,"ESTADO DE GOIAS",N/A,N/A,1916.63,"OUTRAS OPERACOES DE CREDITO EXTERNAS",,0.0
201412,2014,Dez,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",N/A,N/A,1916.63,"OUTRAS OPERACOES DE CREDITO EXTERNAS",,
201412,2014,Dez,"ESTADO DE GOIAS",N/A,N/A,82166.63,"OUTRAS OPERACOES DE CREDITO EXTERNAS RELATIVAS A PROGRAMA DE GOVERNO",,
201412,2014,Dez,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,82166.63,"OUTRAS OPERACOES DE CREDITO EXTERNAS RELATIVAS A PROGRAMA DE GOVERNO",,
201412,2014,Dez,"AG. GOIANA DE TRANSP. E OBRAS PUBLICAS",Indireta,Executivo,833.37,"OUTRAS OPERACOES DE CREDITO INTERNAS",3520933000106,
201412,2014,Dez,"AGENCIA GOIANA DE DESENVOLV. REGIONAL",Indireta,Executivo,333.37,"OUTRAS OPERACOES DE CREDITO INTERNAS",3540410000113,
201412,2014,Dez,"AGENCIA GOIANA DE TURISMO",Indireta,Executivo,833333.37,"OUTRAS OPERACOES DE CREDITO INTERNAS",3549463000103,
201412,2014,Dez,"ESTADO DE GOIAS",N/A,N/A,6584666.85,"OUTRAS OPERACOES DE CREDITO INTERNAS",,0.0
201412,2014,Dez,"ESTADO DE GOIAS - ADMINISTRACAO DIRETA",N/A,N/A,,"OUTRAS OPERACOES DE CREDITO INTERNAS",,0.0
201412,2014,Dez,"ESTADO DE GOIAS",N/A,N/A,1.7842033337E8,"OUTRAS OPERAÇÕES DE CREDITO INTERNAS - CONTRATUAIS",,
201412,2014,Dez,"ESTADO DE GOIAS",N/A,N/A,750000.0,"OUTRAS OPERAÇÕES DE CREDITO INTERNAS P/PROG. DE CIENCIA E TECNOLOGIA",,
201412,2014,Dez,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,750000.0,"OUTRAS OPERAÇÕES DE CREDITO INTERNAS P/PROG. DE CIENCIA E TECNOLOGIA",,
201412,2014,Dez,"ESTADO DE GOIAS",N/A,N/A,1433416.63,"OUTRAS OPERAÇÕES DE CRÉDITO INTERNAS PARA PROGRAMAS DE INFRAESTRUTURA URBANA",,
201412,2014,Dez,"ESTADO DE GOIAS - TESOURO ESTADUAL",N/A,Executivo,1433416.63,"OUTRAS OPERAÇÕES DE CRÉDITO INTERNAS PARA PROGRAMAS DE INFRAESTRUTURA URBANA",1409655000180,
201412,2014,Dez,"ESTADO DE GOIAS",N/A,N/A,7500000.0,"OUTRAS OPERAÇÕES DE CRÉDITO INTERNAS PARA PROGRAMAS DE SEGURANÇA PÚBLICA",,
201412,2014,Dez,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,1.6873691663E8,"OUTRAS OPERAÇÕES DE CRÉDITO INTERNAS PARA PROGRAMAS DE TRANSPORTE",,
201412,2014,Dez,"AGENCIA GOIANA DE TURISMO",Indireta,Executivo,1666833.37,"OUTRAS RECEITAS",3549463000103,
201412,2014,Dez,"AGÊNCIA GOIANA DE COMUNICAÇÃO",Indireta,Executivo,1666833.37,"OUTRAS RECEITAS",3520902000147,
201412,2014,Dez,"AGÊNCIA GOIANA DE DESENV.REGIONAL - AGDR",Indireta,Executivo,5645833.37,"OUTRAS RECEITAS",,
201412,2014,Dez,EMATER,Indireta,Executivo,166.74,"OUTRAS RECEITAS",13232306000115,0.0
201412,2014,Dez,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,5.516641707E7,"OUTRAS RECEITAS",,0.0
201412,2014,Dez,"FUNDO CAP. SERV. E MOD. - FUNCAM",Direta,Executivo,1.034833337E7,"OUTRAS RECEITAS",13301077000143,0.0
201412,2014,Dez,"FUNDO DE ARTE E CULT. DO EST. GO",Direta,Executivo,666666.63,"OUTRAS RECEITAS",15540894000180,0.0
201412,2014,Dez,"FUNDO DE REAP. E APERF. DA PM",Direta,Executivo,83.37,"OUTRAS RECEITAS",,
201412,2014,Dez,"FUNDO ESPECIAL DE SAUDE - FUNESA",Direta,Executivo,210500.0,"OUTRAS RECEITAS",544963000156,
201412,2014,Dez,"FUNDO EST. CENTRO CULT. OSCAR NIEMEYER",Direta,Executivo,383333.37,"OUTRAS RECEITAS",14188263000180,
201412,2014,Dez,"FUNDO MODERN. APRIMOR. FUNC. ASS. LEG.",Direta,Legislativo,8333.37,"OUTRAS RECEITAS",7766390000154,0.0
201412,2014,Dez,"FUNDO PART.A INDUSTRIALIZACAO-FOMENTAR",Direta,Executivo,583.37,"OUTRAS RECEITAS",1460666000195,
201412,2014,Dez,"INST.DE ASSIST.SERV.PUB. ESTADO DE GOIAS",Indireta,Executivo,42333.37,"OUTRAS RECEITAS",1246693000160,0.0
201412,2014,Dez,"UNIVERSIDADE ESTADUAL DE GOIAS",Indireta,Executivo,,"OUTRAS RECEITAS",1112580000171,0.0
201412,2014,Dez,EMATER,Indireta,Executivo,18833.37,"OUTRAS RECEITAS AGROPECUARIAS",13232306000115,0.0
201412,2014,Dez,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,18833.37,"OUTRAS RECEITAS AGROPECUARIAS",,0.0
201412,2014,Dez,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",N/A,N/A,18833.37,"OUTRAS RECEITAS AGROPECUARIAS",,0.0
201412,2014,Dez,"ESTADO DE GOIAS",N/A,N/A,18833.37,"OUTRAS RECEITAS AGROPECUÁRIAS",,0.0
201412,2014,Dez,"AG. GOIANA DE REG. CONT. E FISC. S.PUBL",Indireta,Executivo,88750.0,"OUTRAS RECEITAS CORRENTES",3537650000169,0.0
201412,2014,Dez,"AG. GOIANA DE TRANSP. E OBRAS PUBLICAS",Indireta,Executivo,1.203958337E7,"OUTRAS RECEITAS CORRENTES",3520933000106,0.0
201412,2014,Dez,"AGENCIA GOIANA DE DESENVOLV. REGIONAL",Indireta,Executivo,2423250.0,"OUTRAS RECEITAS CORRENTES",3540410000113,
201412,2014,Dez,"FUNDO DE APORTE À CELG D. S.A - FUNAC",Direta,Executivo,833.37,"OUTRAS RECEITAS CORRENTES",16961597000170,
201412,2014,Dez,"FUNDO DE FOM. AO DESENV. ECON.E SOCIAL",Direta,Executivo,9501833.26,"OUTRAS RECEITAS CORRENTES",3280530000129,0.0
201412,2014,Dez,"FUNDO ESP. JUIZADOS DO PODER JUDICIARIO",Direta,Judiciário,405000.0,"OUTRAS RECEITAS CORRENTES",1320536000157,0.0
201412,2014,Dez,"FUNDO ESP.DE GERACAO DE EMPREG.E RENDA",Direta,Executivo,91666.63,"OUTRAS RECEITAS CORRENTES",3198567000102,
201412,2014,Dez,"FUNDO EST. PROT. E DEF. DO CONSUMIDOR",Direta,Executivo,304500.0,"OUTRAS RECEITAS CORRENTES",74159245000100,0.0
201412,2014,Dez,"FUNDO MODERN. ADM. FAZENDÁRIA/FUNDAF-GO",Direta,Executivo,521083.37,"OUTRAS RECEITAS CORRENTES",7749679000165,0.0
201412,2014,Dez,FUNEBOM,Indireta,Executivo,8833.37,"OUTRAS RECEITAS CORRENTES",14786724000117,0.0
201412,2014,Dez,FUNPRODUZIR,Direta,Executivo,52666.630000000005,"OUTRAS RECEITAS CORRENTES",4352350000178,0.0
201412,2014,Dez,"INST.DE ASSIST.SERV.PUB. ESTADO DE GOIAS",Indireta,Executivo,2020500.0,"OUTRAS RECEITAS CORRENTES",1246693000160,0.0
201412,2014,Dez,"AG. GOIANA DE DEFESA AGROPECUARIA",Indireta,Executivo,,"OUTRAS RECEITAS DE CAPITAL",6064227000187,0.0
201412,2014,Dez,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",N/A,N/A,583666.74,"OUTRAS RECEITAS DE CAPITAL",,
201412,2014,Dez,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,3820500.11,"OUTRAS RECEITAS DE CAPITAL",,0.0
201412,2014,Dez,"FUNDO EST. DE SEGURANCA PUBLICA-FUNESP",Direta,Executivo,583333.37,"OUTRAS RECEITAS DE CAPITAL",2658753000114,
201412,2014,Dez,"AG. GOIANA DE TRANSP. E OBRAS PUBLICAS",Indireta,Executivo,183666.74,"OUTRAS RECEITAS DE CONCESSÕES E PERMISSÕES - DIREITO DE USO DE BENS PÚBLICOS",3520933000106,0.0
201412,2014,Dez,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,1866500.0,"OUTRAS RECEITAS DE CONCESSÕES E PERMISSÕES - DIREITO DE USO DE BENS PÚBLICOS",,0.0
201412,2014,Dez,"FUNDO DE TRANSPORTE",Indireta,Executivo,1682833.26,"OUTRAS RECEITAS DE CONCESSÕES E PERMISSÕES - DIREITO DE USO DE BENS PÚBLICOS",13650495000146,0.0
201412,2014,Dez,"ESTADO DE GOIAS",N/A,N/A,583333.37,"OUTRAS RECEITAS.",,
201412,2014,Dez,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,583333.37,"OUTRAS RECEITAS.",,
201412,2014,Dez,"AG. GOIANA DE DEFESA AGROPECUARIA",Indireta,Executivo,9666.630000000001,"OUTRAS RESTITUICOES",6064227000187,0.0
201412,2014,Dez,"AG. GOIANA DE TRANSP. E OBRAS PUBLICAS",Indireta,Executivo,341750.0,"OUTRAS RESTITUICOES",3520933000106,0.0
201412,2014,Dez,EMATER,Indireta,Executivo,166.63,"OUTRAS RESTITUICOES",13232306000115,0.0
201412,2014,Dez,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,3196333.37,"OUTRAS RESTITUICOES",,0.0
201412,2014,Dez,"FUNDO DE PREVIDÊNCIA ESTADUAL",Direta,Executivo,833.37,"OUTRAS RESTITUICOES",4050973000196,
201412,2014,Dez,"FUNDO ESPECIAL DE SAUDE - FUNESA",Direta,Executivo,58166.630000000005,"OUTRAS RESTITUICOES",544963000156,
201412,2014,Dez,"FUNDO ESTADUAL DE ASSISTENCIA SOCIAL",Direta,Executivo,,"OUTRAS RESTITUICOES",1038829000146,0.0
201412,2014,Dez,"FUNDO PART.A INDUSTRIALIZACAO-FOMENTAR",Direta,Executivo,,"OUTRAS RESTITUICOES",1460666000195,0.0
201412,2014,Dez,"FUNDO PREVIDENCIÁRIO",Indireta,Executivo,250.0,"OUTRAS RESTITUICOES",18867918000106,
201412,2014,Dez,"FUNDO SOCIAL DE LOTERIA",Direta,Executivo,83.37,"OUTRAS RESTITUICOES",4354889000166,
201412,2014,Dez,"AG. GOIANA DE REG. CONT. E FISC. S.PUBL",Indireta,Executivo,7166.63,"OUTRAS TAXAS PELA PRESTACAO DE SERVICOS",3537650000169,0.0
201412,2014,Dez,"AGENCIA GOIANA DE ESPORTE E LAZER",Indireta,Executivo,267083.37,"OUTRAS TAXAS PELA PRESTACAO DE SERVICOS",5470294000139,0.0
201412,2014,Dez,"ESTADO DE GOIAS - ADMINISTRACAO DIRETA",N/A,N/A,1.57031533326E9,"RECEITAS CORRENTES",,0.0
201412,2014,Dez,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",N/A,N/A,2.1922625033E8,"RECEITAS CORRENTES",,0.0
201412,2014,Dez,"ESTADO DE GOIAS - PODER JUDICIARIO",N/A,N/A,2.225358337E7,"RECEITAS CORRENTES",,0.0
201412,2014,Dez,"FUNDO DE APORTE À CELG D. S.A - FUNAC",Direta,Executivo,833.37,"RECEITAS CORRENTES",16961597000170,
201412,2014,Dez,"FUNDO DE TRANSPORTE",Indireta,Executivo,1.510633337E7,"RECEITAS CORRENTES",13650495000146,0.0
201412,2014,Dez,"FUNDO ESP. DE REAPARELHAMENTO DO T.C.M.",Direta,Legislativo,202833.37,"RECEITAS CORRENTES",6881263000133,0.0
201412,2014,Dez,"FUNDO ESP.DE GERACAO DE EMPREG.E RENDA",Direta,Executivo,750333.37,"RECEITAS CORRENTES",3198567000102,
201412,2014,Dez,"FUNDO ESPEC. ENFRENTAMENTO AS DROGAS",Direta,Executivo,273833.37,"RECEITAS CORRENTES",17465354000104,0.0
201412,2014,Dez,"FUNDO EST. CENTRO CULT. OSCAR NIEMEYER",Direta,Executivo,479250.0,"RECEITAS CORRENTES",14188263000180,0.0
201412,2014,Dez,"FUNDO EST. DE SEGURANÇA PÚBLICA-FUNESP",Direta,Executivo,1.8532E7,"RECEITAS CORRENTES",2658753000114,0.0
201412,2014,Dez,"FUNDO EST. HABITAÇÃO DE INT. SOCIAL",Direta,Executivo,334000.0,"RECEITAS CORRENTES",,
201412,2014,Dez,"FUNDO EST. PROT. E DEF. DO CONSUMIDOR",Direta,Executivo,316250.0,"RECEITAS CORRENTES",74159245000100,0.0
201412,2014,Dez,"FUNDO MODERN. APRIMOR. FUNC. ASS. LEG.",Direta,Legislativo,230333.37,"RECEITAS CORRENTES",7766390000154,0.0
201412,2014,Dez,"FUNDO PENINT. ESTADUAL - FUNPES",Direta,Executivo,12750.0,"RECEITAS CORRENTES",10879198000189,0.0
201412,2014,Dez,"GAB. DO PROCURADOR GERAL DE JUSTICA",Direta,N/A,833.37,"RECEITAS CORRENTES",1409598000130,
201412,2014,Dez,"GAB. SEC. GERAL DA GOVERNADORIA",Direta,Executivo,27500.0,"RECEITAS CORRENTES",1409580000138,
201412,2014,Dez,"GAB. SEC. SEGURANÇA PÚBLICA",Direta,Executivo,181250.0,"RECEITAS CORRENTES",1409606000148,
201412,2014,Dez,"GAB.SECRETÁRIO DE INFRA, CID., ASS. MET.",Direta,Executivo,1971500.0,"RECEITAS CORRENTES",19481344000198,
201412,2014,Dez,"INST.DE ASSIST.SERV.PUB. ESTADO DE GOIAS",Indireta,Executivo,8.439791663E7,"RECEITAS CORRENTES",1246693000160,0.0
201412,2014,Dez,"PROTEGE GOIAS",Direta,Executivo,4.790716663E7,"RECEITAS CORRENTES",6084202000145,0.0
201412,2014,Dez,"SECRETARIA DA EDUCACAO",Direta,Executivo,,"RECEITAS CORRENTES",1409705000120,0.0
201412,2014,Dez,"SECRETARIA DE CIDADANIA E TRABALHO",Direta,Executivo,,"RECEITAS CORRENTES",37261450000148,0.0
201412,2014,Dez,"SECRETARIA DE ESTADO DA CULTURA",Direta,Executivo,,"RECEITAS CORRENTES",3574676000187,0.0
201412,2014,Dez,"UNIVERSIDADE ESTADUAL DE GOIAS",Indireta,Executivo,261333.37,"RECEITAS CORRENTES",1112580000171,0.0
201412,2014,Dez,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",N/A,N/A,1825000.0,"RECEITAS CORRENTES INTRA-ORÇAMENTÁRIAS",,0.0
201412,2014,Dez,"FUNDO FIN. PREV. MILITAR",Indireta,Executivo,1.416666663E7,"RECEITAS CORRENTES INTRA-ORÇAMENTÁRIAS",18798607000124,0.0
201412,2014,Dez,"UNIVERSIDADE ESTADUAL DE GOIAS",Indireta,Executivo,1825000.0,"RECEITAS CORRENTES INTRA-ORÇAMENTÁRIAS",1112580000171,
201412,2014,Dez,"AG. GOIANA DE TRANSP. E OBRAS PUBLICAS",Indireta,Executivo,4583.37,"RECEITAS DE CAPITAL",3520933000106,
201412,2014,Dez,"AGÊNCIA GOIANA DE DESENV.REGIONAL - AGDR",Indireta,Executivo,4389166.63,"RECEITAS DE CAPITAL",,
201412,2014,Dez,"CORPO BOMBEIROS MILITAR",Direta,Executivo,166.74,"RECEITAS DE CAPITAL",33638099000100,
201412,2014,Dez,EMATER,Indireta,Executivo,127166.63,"RECEITAS DE CAPITAL",13232306000115,
201412,2014,Dez,"ESTADO DE GOIAS",N/A,N/A,2.9892324989E8,"RECEITAS DE CAPITAL",,0.0
201412,2014,Dez,"ESTADO DE GOIAS - PODER LEGISLATIVO",N/A,N/A,416.74,"RECEITAS DE CAPITAL",,
201412,2014,Dez,"ESTADO DE GOIAS - TESOURO ESTADUAL",N/A,Executivo,2.2924325E8,"RECEITAS DE CAPITAL",1409655000180,0.0
201412,2014,Dez,"FUNDO DE DESENV. METROP. DE GOIÂNIA",Direta,Executivo,83.37,"RECEITAS DE CAPITAL",7272851000132,
201412,2014,Dez,"FUNDO ESP.DE GERACAO DE EMPREG.E RENDA",Direta,Executivo,8083.37,"RECEITAS DE CAPITAL",3198567000102,
201412,2014,Dez,"FUNDO ESPEC. APOIO A CRIANÇA E AO JOVEM",Direta,Executivo,833.37,"RECEITAS DE CAPITAL",17556265000173,
201412,2014,Dez,"FUNDO EST. CENTRO CULT. OSCAR NIEMEYER",Direta,Executivo,1500.0,"RECEITAS DE CAPITAL",14188263000180,
201412,2014,Dez,"FUNDO EST. DA CRIANCA E DO ADOLESCENTE",Direta,Executivo,83.37,"RECEITAS DE CAPITAL",37879913000130,
201412,2014,Dez,"FUNDO EST. HABITAÇÃO DE INT. SOCIAL",Direta,Executivo,2517333.37,"RECEITAS DE CAPITAL",,
201412,2014,Dez,"FUNDO ESTADUAL DE ASSISTENCIA SOCIAL",Direta,Executivo,7916.63,"RECEITAS DE CAPITAL",1038829000146,
201412,2014,Dez,"GAB. DO COMANDANTE GERAL DA P.M.",Direta,Executivo,45416.63,"RECEITAS DE CAPITAL",1409671000173,
201412,2014,Dez,"GAB. DO PROC. GERAL DO ESTADO",Direta,Executivo,2500.0,"RECEITAS DE CAPITAL",1409697000111,
201412,2014,Dez,"GAB. DO SEC.DE AGRIC,PECUÁR. E IRRIGAÇÃO",Direta,Executivo,526833.37,"RECEITAS DE CAPITAL",1409622000130,
